# Program:featureCounts v2.0.0; Command:"featureCounts" "-a" "assembly/annotation.gff" "-F" "gff" "-t" "CDS" "-g" "ID" "-o" "assembly/counts.txt" "assembly/contigs.bam" 
Geneid	Chr	Start	End	Strand	Length	assembly/contigs.bam
LIHFGKIE_01306	NODE_13_length_79447_cov_14.858611	19509	20246	-	738	86
LIHFGKIE_01307	NODE_13_length_79447_cov_14.858611	20472	20663	-	192	31
LIHFGKIE_01308	NODE_13_length_79447_cov_14.858611	20785	21375	-	591	67
LIHFGKIE_01309	NODE_13_length_79447_cov_14.858611	21365	22630	-	1266	189
LIHFGKIE_01310	NODE_13_length_79447_cov_14.858611	22759	24090	-	1332	218
LIHFGKIE_01311	NODE_13_length_79447_cov_14.858611	24236	25426	-	1191	212
LIHFGKIE_01312	NODE_13_length_79447_cov_14.858611	25616	26449	-	834	116
LIHFGKIE_01313	NODE_13_length_79447_cov_14.858611	26452	28242	-	1791	268
LIHFGKIE_01314	NODE_13_length_79447_cov_14.858611	28400	28669	-	270	52
LIHFGKIE_01315	NODE_13_length_79447_cov_14.858611	28871	29128	+	258	26
LIHFGKIE_01316	NODE_13_length_79447_cov_14.858611	29192	30178	-	987	94
LIHFGKIE_01317	NODE_13_length_79447_cov_14.858611	30175	32463	-	2289	276
LIHFGKIE_01318	NODE_13_length_79447_cov_14.858611	32432	33121	-	690	62
LIHFGKIE_01319	NODE_13_length_79447_cov_14.858611	33197	34240	-	1044	115
LIHFGKIE_01320	NODE_13_length_79447_cov_14.858611	34233	34718	-	486	34
LIHFGKIE_01321	NODE_13_length_79447_cov_14.858611	34721	35269	-	549	43
LIHFGKIE_01322	NODE_13_length_79447_cov_14.858611	35266	35610	-	345	10
LIHFGKIE_01323	NODE_13_length_79447_cov_14.858611	35607	36791	-	1185	168
LIHFGKIE_01324	NODE_13_length_79447_cov_14.858611	36891	38735	-	1845	305
LIHFGKIE_01325	NODE_13_length_79447_cov_14.858611	38988	39542	+	555	143
LIHFGKIE_01326	NODE_13_length_79447_cov_14.858611	39871	40092	+	222	22
LIHFGKIE_01327	NODE_13_length_79447_cov_14.858611	40099	41778	+	1680	199
LIHFGKIE_01328	NODE_13_length_79447_cov_14.858611	41816	42772	+	957	101
LIHFGKIE_01329	NODE_13_length_79447_cov_14.858611	42798	44435	-	1638	197
LIHFGKIE_01330	NODE_13_length_79447_cov_14.858611	44542	46911	-	2370	314
LIHFGKIE_01331	NODE_13_length_79447_cov_14.858611	46904	47554	-	651	60
LIHFGKIE_01332	NODE_13_length_79447_cov_14.858611	47554	48213	-	660	89
LIHFGKIE_01333	NODE_13_length_79447_cov_14.858611	48306	49433	-	1128	183
LIHFGKIE_01334	NODE_13_length_79447_cov_14.858611	49441	49782	-	342	24
LIHFGKIE_01335	NODE_13_length_79447_cov_14.858611	49830	50987	-	1158	138
LIHFGKIE_01336	NODE_13_length_79447_cov_14.858611	50990	51685	-	696	67
LIHFGKIE_01337	NODE_13_length_79447_cov_14.858611	51704	52018	-	315	17
LIHFGKIE_01338	NODE_13_length_79447_cov_14.858611	52021	52590	-	570	39
LIHFGKIE_01339	NODE_13_length_79447_cov_14.858611	52606	52809	-	204	1
LIHFGKIE_01340	NODE_13_length_79447_cov_14.858611	52809	55610	-	2802	436
LIHFGKIE_01341	NODE_13_length_79447_cov_14.858611	55838	56662	-	825	91
LIHFGKIE_01342	NODE_13_length_79447_cov_14.858611	56638	57438	-	801	65
LIHFGKIE_01343	NODE_13_length_79447_cov_14.858611	57438	57740	-	303	7
LIHFGKIE_01344	NODE_13_length_79447_cov_14.858611	57740	58177	-	438	34
LIHFGKIE_01345	NODE_13_length_79447_cov_14.858611	58195	59538	-	1344	168
LIHFGKIE_01346	NODE_13_length_79447_cov_14.858611	59553	60914	-	1362	214
LIHFGKIE_01347	NODE_13_length_79447_cov_14.858611	60977	61834	-	858	85
LIHFGKIE_01348	NODE_13_length_79447_cov_14.858611	61851	62957	-	1107	131
LIHFGKIE_01349	NODE_13_length_79447_cov_14.858611	62959	64338	-	1380	173
LIHFGKIE_01350	NODE_13_length_79447_cov_14.858611	64346	65314	-	969	152
LIHFGKIE_01351	NODE_13_length_79447_cov_14.858611	65321	67480	-	2160	300
LIHFGKIE_01352	NODE_13_length_79447_cov_14.858611	67480	67842	-	363	19
LIHFGKIE_01353	NODE_13_length_79447_cov_14.858611	67856	68803	-	948	131
LIHFGKIE_01354	NODE_13_length_79447_cov_14.858611	68809	69240	-	432	48
LIHFGKIE_01355	NODE_13_length_79447_cov_14.858611	69411	69740	-	330	48
LIHFGKIE_01356	NODE_13_length_79447_cov_14.858611	69834	69959	+	126	2
LIHFGKIE_01357	NODE_13_length_79447_cov_14.858611	70001	70540	-	540	43
LIHFGKIE_01358	NODE_13_length_79447_cov_14.858611	70540	71391	-	852	106
LIHFGKIE_01359	NODE_13_length_79447_cov_14.858611	71437	72441	-	1005	129
LIHFGKIE_01360	NODE_13_length_79447_cov_14.858611	72527	73159	-	633	66
LIHFGKIE_01361	NODE_13_length_79447_cov_14.858611	73195	73872	-	678	80
LIHFGKIE_01362	NODE_13_length_79447_cov_14.858611	73850	75133	-	1284	141
LIHFGKIE_01363	NODE_13_length_79447_cov_14.858611	75134	77773	-	2640	346
LIHFGKIE_01364	NODE_13_length_79447_cov_14.858611	78082	78351	-	270	42
LIHFGKIE_01365	NODE_13_length_79447_cov_14.858611	78351	78716	-	366	44
LIHFGKIE_01366	NODE_14_length_76669_cov_13.035680	277	1173	+	897	134
LIHFGKIE_01367	NODE_14_length_76669_cov_13.035680	1234	1656	+	423	35
LIHFGKIE_01368	NODE_14_length_76669_cov_13.035680	1653	1916	+	264	42
LIHFGKIE_01369	NODE_14_length_76669_cov_13.035680	2205	2897	+	693	72
LIHFGKIE_01370	NODE_14_length_76669_cov_13.035680	2994	3809	-	816	82
LIHFGKIE_01371	NODE_14_length_76669_cov_13.035680	4074	4472	+	399	60
LIHFGKIE_01372	NODE_14_length_76669_cov_13.035680	4469	4846	+	378	20
LIHFGKIE_01373	NODE_14_length_76669_cov_13.035680	4857	5087	+	231	4
LIHFGKIE_01374	NODE_14_length_76669_cov_13.035680	5081	5653	+	573	91
LIHFGKIE_01375	NODE_14_length_76669_cov_13.035680	5961	7367	-	1407	206
LIHFGKIE_01376	NODE_14_length_76669_cov_13.035680	7554	8060	+	507	70
LIHFGKIE_01377	NODE_14_length_76669_cov_13.035680	8108	9580	-	1473	187
LIHFGKIE_01378	NODE_14_length_76669_cov_13.035680	9813	11900	+	2088	239
LIHFGKIE_01379	NODE_14_length_76669_cov_13.035680	11911	13170	+	1260	127
LIHFGKIE_01380	NODE_14_length_76669_cov_13.035680	13290	15059	+	1770	221
LIHFGKIE_01381	NODE_14_length_76669_cov_13.035680	15140	15592	+	453	74
LIHFGKIE_01382	NODE_14_length_76669_cov_13.035680	16003	18516	+	2514	274
LIHFGKIE_01383	NODE_14_length_76669_cov_13.035680	18678	19667	+	990	128
LIHFGKIE_01384	NODE_14_length_76669_cov_13.035680	19923	20555	-	633	79
LIHFGKIE_01385	NODE_14_length_76669_cov_13.035680	20650	21099	+	450	38
LIHFGKIE_01386	NODE_14_length_76669_cov_13.035680	21116	21730	+	615	49
LIHFGKIE_01387	NODE_14_length_76669_cov_13.035680	21783	22982	+	1200	109
LIHFGKIE_01388	NODE_14_length_76669_cov_13.035680	23048	23878	+	831	61
LIHFGKIE_01389	NODE_14_length_76669_cov_13.035680	23881	24447	+	567	37
LIHFGKIE_01390	NODE_14_length_76669_cov_13.035680	24522	25727	+	1206	159
LIHFGKIE_01391	NODE_14_length_76669_cov_13.035680	26174	26629	+	456	61
LIHFGKIE_01392	NODE_14_length_76669_cov_13.035680	26642	27925	+	1284	167
LIHFGKIE_01393	NODE_14_length_76669_cov_13.035680	28278	29063	-	786	97
LIHFGKIE_01394	NODE_14_length_76669_cov_13.035680	29087	29476	-	390	40
LIHFGKIE_01395	NODE_14_length_76669_cov_13.035680	29617	30018	+	402	61
LIHFGKIE_01396	NODE_14_length_76669_cov_13.035680	30236	31588	+	1353	193
LIHFGKIE_01397	NODE_14_length_76669_cov_13.035680	31766	32203	+	438	72
LIHFGKIE_01398	NODE_14_length_76669_cov_13.035680	32466	33743	-	1278	198
LIHFGKIE_01399	NODE_14_length_76669_cov_13.035680	34105	34470	+	366	46
LIHFGKIE_01400	NODE_14_length_76669_cov_13.035680	34574	35800	+	1227	160
LIHFGKIE_01401	NODE_14_length_76669_cov_13.035680	35835	35993	+	159	20
LIHFGKIE_01402	NODE_14_length_76669_cov_13.035680	36138	38231	+	2094	299
LIHFGKIE_01403	NODE_14_length_76669_cov_13.035680	38370	41591	+	3222	386
LIHFGKIE_01404	NODE_14_length_76669_cov_13.035680	41613	41822	+	210	33
LIHFGKIE_01405	NODE_14_length_76669_cov_13.035680	42082	43530	+	1449	171
LIHFGKIE_01406	NODE_14_length_76669_cov_13.035680	43520	44968	+	1449	129
LIHFGKIE_01407	NODE_14_length_76669_cov_13.035680	45035	45994	+	960	75
LIHFGKIE_01408	NODE_14_length_76669_cov_13.035680	46014	47603	+	1590	154
LIHFGKIE_01409	NODE_14_length_76669_cov_13.035680	47804	49894	+	2091	279
LIHFGKIE_01410	NODE_14_length_76669_cov_13.035680	49912	50220	-	309	29
LIHFGKIE_01411	NODE_14_length_76669_cov_13.035680	50336	50548	-	213	35
LIHFGKIE_01412	NODE_14_length_76669_cov_13.035680	50731	51759	+	1029	121
LIHFGKIE_01413	NODE_14_length_76669_cov_13.035680	51761	52333	+	573	49
LIHFGKIE_01414	NODE_14_length_76669_cov_13.035680	52374	52952	+	579	85
LIHFGKIE_01415	NODE_14_length_76669_cov_13.035680	53561	53971	+	411	95
LIHFGKIE_01416	NODE_14_length_76669_cov_13.035680	54592	56511	+	1920	208
LIHFGKIE_01417	NODE_14_length_76669_cov_13.035680	56593	57297	+	705	105
LIHFGKIE_01418	NODE_14_length_76669_cov_13.035680	57434	57769	+	336	38
LIHFGKIE_01419	NODE_14_length_76669_cov_13.035680	57769	59445	+	1677	176
LIHFGKIE_01420	NODE_14_length_76669_cov_13.035680	59451	59915	+	465	25
LIHFGKIE_01421	NODE_14_length_76669_cov_13.035680	59908	60819	+	912	91
LIHFGKIE_01422	NODE_14_length_76669_cov_13.035680	60824	61879	+	1056	102
LIHFGKIE_01423	NODE_14_length_76669_cov_13.035680	61884	65078	+	3195	396
LIHFGKIE_01424	NODE_14_length_76669_cov_13.035680	65153	66844	-	1692	218
LIHFGKIE_01425	NODE_14_length_76669_cov_13.035680	67127	67543	+	417	57
LIHFGKIE_01426	NODE_14_length_76669_cov_13.035680	67613	68491	+	879	127
LIHFGKIE_01427	NODE_14_length_76669_cov_13.035680	68827	70704	+	1878	253
LIHFGKIE_01428	NODE_14_length_76669_cov_13.035680	70758	71825	-	1068	154
LIHFGKIE_01429	NODE_14_length_76669_cov_13.035680	72329	72787	+	459	57
LIHFGKIE_01430	NODE_14_length_76669_cov_13.035680	72832	73443	-	612	74
LIHFGKIE_01431	NODE_14_length_76669_cov_13.035680	73593	74750	-	1158	191
LIHFGKIE_01432	NODE_14_length_76669_cov_13.035680	75108	75368	+	261	42
LIHFGKIE_01433	NODE_15_length_72950_cov_32.392541	272	1744	+	1473	448
LIHFGKIE_01434	NODE_15_length_72950_cov_32.392541	1745	2305	+	561	172
LIHFGKIE_01435	NODE_15_length_72950_cov_32.392541	2552	3310	-	759	198
LIHFGKIE_01436	NODE_15_length_72950_cov_32.392541	3307	3945	-	639	148
LIHFGKIE_01437	NODE_15_length_72950_cov_32.392541	4054	5682	-	1629	624
LIHFGKIE_01438	NODE_15_length_72950_cov_32.392541	5877	6461	+	585	219
LIHFGKIE_01439	NODE_15_length_72950_cov_32.392541	6526	7461	-	936	235
LIHFGKIE_01440	NODE_15_length_72950_cov_32.392541	7454	8497	-	1044	223
LIHFGKIE_01441	NODE_15_length_72950_cov_32.392541	8508	9389	-	882	230
LIHFGKIE_01442	NODE_15_length_72950_cov_32.392541	9483	10025	-	543	134
LIHFGKIE_01443	NODE_15_length_72950_cov_32.392541	10098	12938	-	2841	863
LIHFGKIE_01444	NODE_15_length_72950_cov_32.392541	12928	14973	-	2046	539
LIHFGKIE_01445	NODE_15_length_72950_cov_32.392541	15076	16800	-	1725	520
LIHFGKIE_01446	NODE_15_length_72950_cov_32.392541	16967	17905	-	939	280
LIHFGKIE_01447	NODE_15_length_72950_cov_32.392541	17987	19006	-	1020	268
LIHFGKIE_01448	NODE_15_length_72950_cov_32.392541	19047	19886	-	840	187
LIHFGKIE_01449	NODE_15_length_72950_cov_32.392541	19879	20847	-	969	229
LIHFGKIE_01450	NODE_15_length_72950_cov_32.392541	20862	21134	-	273	8
LIHFGKIE_01451	NODE_15_length_72950_cov_32.392541	21143	22141	-	999	280
LIHFGKIE_01452	NODE_15_length_72950_cov_32.392541	22324	24723	-	2400	792
LIHFGKIE_01453	NODE_15_length_72950_cov_32.392541	24865	25410	-	546	171
LIHFGKIE_01454	NODE_15_length_72950_cov_32.392541	25491	26186	-	696	142
LIHFGKIE_01455	NODE_15_length_72950_cov_32.392541	26183	27463	-	1281	258
LIHFGKIE_01456	NODE_15_length_72950_cov_32.392541	27509	28171	+	663	160
LIHFGKIE_01457	NODE_15_length_72950_cov_32.392541	28206	29363	-	1158	262
LIHFGKIE_01458	NODE_15_length_72950_cov_32.392541	29468	31105	-	1638	448
LIHFGKIE_01459	NODE_15_length_72950_cov_32.392541	31221	32321	-	1101	437
LIHFGKIE_01460	NODE_15_length_72950_cov_32.392541	32512	33072	-	561	187
LIHFGKIE_01461	NODE_15_length_72950_cov_32.392541	33090	34169	-	1080	364
LIHFGKIE_01462	NODE_15_length_72950_cov_32.392541	34237	34965	-	729	211
LIHFGKIE_01463	NODE_15_length_72950_cov_32.392541	34979	36223	-	1245	298
LIHFGKIE_01464	NODE_15_length_72950_cov_32.392541	36220	37434	-	1215	280
LIHFGKIE_01465	NODE_15_length_72950_cov_32.392541	37421	39844	-	2424	602
LIHFGKIE_01466	NODE_15_length_72950_cov_32.392541	39857	40252	-	396	65
LIHFGKIE_01467	NODE_15_length_72950_cov_32.392541	40252	40812	-	561	135
LIHFGKIE_01468	NODE_15_length_72950_cov_32.392541	40875	42062	-	1188	354
LIHFGKIE_01469	NODE_15_length_72950_cov_32.392541	42079	42459	-	381	106
LIHFGKIE_01470	NODE_15_length_72950_cov_32.392541	42639	43667	+	1029	347
LIHFGKIE_01471	NODE_15_length_72950_cov_32.392541	43779	44471	+	693	191
LIHFGKIE_01472	NODE_15_length_72950_cov_32.392541	44506	46281	-	1776	618
LIHFGKIE_01473	NODE_15_length_72950_cov_32.392541	46387	47292	-	906	200
LIHFGKIE_01474	NODE_15_length_72950_cov_32.392541	47285	48088	-	804	178
LIHFGKIE_01475	NODE_15_length_72950_cov_32.392541	48085	48717	-	633	212
LIHFGKIE_01476	NODE_15_length_72950_cov_32.392541	48794	49402	+	609	173
LIHFGKIE_01477	NODE_15_length_72950_cov_32.392541	49489	50106	+	618	147
LIHFGKIE_01478	NODE_15_length_72950_cov_32.392541	50114	50962	-	849	169
LIHFGKIE_01479	NODE_15_length_72950_cov_32.392541	51034	51780	-	747	184
LIHFGKIE_01480	NODE_15_length_72950_cov_32.392541	51885	52283	-	399	146
LIHFGKIE_01481	NODE_15_length_72950_cov_32.392541	52507	54240	-	1734	593
LIHFGKIE_01482	NODE_15_length_72950_cov_32.392541	54240	54506	-	267	40
LIHFGKIE_01483	NODE_15_length_72950_cov_32.392541	54619	54801	-	183	71
LIHFGKIE_01484	NODE_15_length_72950_cov_32.392541	55006	57198	+	2193	698
LIHFGKIE_01485	NODE_15_length_72950_cov_32.392541	57344	57625	+	282	81
LIHFGKIE_01486	NODE_15_length_72950_cov_32.392541	57689	59260	-	1572	428
LIHFGKIE_01487	NODE_15_length_72950_cov_32.392541	59260	60126	-	867	215
LIHFGKIE_01488	NODE_15_length_72950_cov_32.392541	60229	60690	+	462	96
LIHFGKIE_01489	NODE_15_length_72950_cov_32.392541	60691	61173	-	483	84
LIHFGKIE_01490	NODE_15_length_72950_cov_32.392541	61182	61994	-	813	195
LIHFGKIE_01491	NODE_15_length_72950_cov_32.392541	62119	63507	+	1389	455
LIHFGKIE_01492	NODE_15_length_72950_cov_32.392541	63947	64867	-	921	247
LIHFGKIE_01493	NODE_15_length_72950_cov_32.392541	64961	65245	+	285	38
LIHFGKIE_01494	NODE_15_length_72950_cov_32.392541	65273	66439	-	1167	304
LIHFGKIE_01495	NODE_15_length_72950_cov_32.392541	66439	67650	-	1212	233
LIHFGKIE_01496	NODE_15_length_72950_cov_32.392541	67647	68810	-	1164	332
LIHFGKIE_01497	NODE_15_length_72950_cov_32.392541	68921	69823	-	903	261
LIHFGKIE_01498	NODE_15_length_72950_cov_32.392541	69884	70807	-	924	251
LIHFGKIE_01499	NODE_15_length_72950_cov_32.392541	70816	71643	-	828	308
LIHFGKIE_01500	NODE_15_length_72950_cov_32.392541	71856	72302	+	447	142
LIHFGKIE_01501	NODE_15_length_72950_cov_32.392541	72295	72822	+	528	161
LIHFGKIE_01502	NODE_16_length_55517_cov_30.743203	138	575	+	438	164
LIHFGKIE_01503	NODE_16_length_55517_cov_30.743203	659	1444	+	786	229
LIHFGKIE_01504	NODE_16_length_55517_cov_30.743203	1511	2944	-	1434	477
LIHFGKIE_01505	NODE_16_length_55517_cov_30.743203	3113	4645	+	1533	519
LIHFGKIE_01507	NODE_16_length_55517_cov_30.743203	5059	6090	+	1032	339
LIHFGKIE_01508	NODE_16_length_55517_cov_30.743203	6143	7159	+	1017	309
LIHFGKIE_01509	NODE_16_length_55517_cov_30.743203	7274	8485	+	1212	353
LIHFGKIE_01510	NODE_16_length_55517_cov_30.743203	8510	9268	+	759	241
LIHFGKIE_01511	NODE_16_length_55517_cov_30.743203	9755	10270	-	516	163
LIHFGKIE_01512	NODE_16_length_55517_cov_30.743203	10290	11165	-	876	212
LIHFGKIE_01513	NODE_16_length_55517_cov_30.743203	11233	11931	+	699	162
LIHFGKIE_01514	NODE_16_length_55517_cov_30.743203	11942	12931	+	990	188
LIHFGKIE_01515	NODE_16_length_55517_cov_30.743203	12931	13410	+	480	85
LIHFGKIE_01516	NODE_16_length_55517_cov_30.743203	13448	13981	-	534	136
LIHFGKIE_01517	NODE_16_length_55517_cov_30.743203	14077	14973	+	897	238
LIHFGKIE_01518	NODE_16_length_55517_cov_30.743203	15040	16137	+	1098	252
LIHFGKIE_01519	NODE_16_length_55517_cov_30.743203	16127	16939	+	813	138
LIHFGKIE_01520	NODE_16_length_55517_cov_30.743203	16936	17751	+	816	162
LIHFGKIE_01521	NODE_16_length_55517_cov_30.743203	17748	18821	+	1074	304
LIHFGKIE_01522	NODE_16_length_55517_cov_30.743203	18860	19702	+	843	195
LIHFGKIE_01523	NODE_16_length_55517_cov_30.743203	19699	20658	+	960	249
LIHFGKIE_01524	NODE_16_length_55517_cov_30.743203	20681	22033	+	1353	441
LIHFGKIE_01525	NODE_16_length_55517_cov_30.743203	22134	22949	+	816	203
LIHFGKIE_01526	NODE_16_length_55517_cov_30.743203	22980	23420	+	441	76
LIHFGKIE_01527	NODE_16_length_55517_cov_30.743203	23435	24151	+	717	147
LIHFGKIE_01528	NODE_16_length_55517_cov_30.743203	24151	24606	+	456	78
LIHFGKIE_01529	NODE_16_length_55517_cov_30.743203	24630	25775	-	1146	306
LIHFGKIE_01530	NODE_16_length_55517_cov_30.743203	25984	26817	+	834	291
LIHFGKIE_01531	NODE_16_length_55517_cov_30.743203	26945	28966	+	2022	644
LIHFGKIE_01532	NODE_16_length_55517_cov_30.743203	29008	30483	+	1476	470
LIHFGKIE_01533	NODE_16_length_55517_cov_30.743203	30656	31606	+	951	291
LIHFGKIE_01534	NODE_16_length_55517_cov_30.743203	31651	33276	-	1626	495
LIHFGKIE_01535	NODE_16_length_55517_cov_30.743203	33541	33642	+	102	23
LIHFGKIE_01536	NODE_16_length_55517_cov_30.743203	33652	33837	+	186	2
LIHFGKIE_01537	NODE_16_length_55517_cov_30.743203	33866	34510	+	645	144
LIHFGKIE_01538	NODE_16_length_55517_cov_30.743203	34582	35103	+	522	127
LIHFGKIE_01539	NODE_16_length_55517_cov_30.743203	35188	35916	+	729	211
LIHFGKIE_01540	NODE_16_length_55517_cov_30.743203	36115	37089	+	975	244
LIHFGKIE_01541	NODE_16_length_55517_cov_30.743203	37058	38059	+	1002	210
LIHFGKIE_01542	NODE_16_length_55517_cov_30.743203	38120	38461	+	342	37
LIHFGKIE_01543	NODE_16_length_55517_cov_30.743203	38436	38861	+	426	46
LIHFGKIE_01544	NODE_16_length_55517_cov_30.743203	38858	39127	+	270	2
LIHFGKIE_01545	NODE_16_length_55517_cov_30.743203	39081	39608	+	528	68
LIHFGKIE_01546	NODE_16_length_55517_cov_30.743203	39580	39744	+	165	2
LIHFGKIE_01547	NODE_16_length_55517_cov_30.743203	39803	40804	+	1002	265
LIHFGKIE_01548	NODE_16_length_55517_cov_30.743203	40849	42033	+	1185	348
LIHFGKIE_01550	NODE_16_length_55517_cov_30.743203	42637	42783	+	147	55
LIHFGKIE_01551	NODE_16_length_55517_cov_30.743203	42841	43524	+	684	140
LIHFGKIE_01552	NODE_16_length_55517_cov_30.743203	43533	44696	+	1164	273
LIHFGKIE_01553	NODE_16_length_55517_cov_30.743203	44789	45751	+	963	240
LIHFGKIE_01554	NODE_16_length_55517_cov_30.743203	45787	46176	+	390	59
LIHFGKIE_01555	NODE_16_length_55517_cov_30.743203	46197	46901	+	705	131
LIHFGKIE_01556	NODE_16_length_55517_cov_30.743203	46901	48355	+	1455	333
LIHFGKIE_01557	NODE_16_length_55517_cov_30.743203	48398	50578	-	2181	562
LIHFGKIE_01558	NODE_16_length_55517_cov_30.743203	50721	51323	+	603	140
LIHFGKIE_01559	NODE_16_length_55517_cov_30.743203	51411	52748	+	1338	338
LIHFGKIE_01560	NODE_16_length_55517_cov_30.743203	52867	54240	+	1374	355
LIHFGKIE_01561	NODE_16_length_55517_cov_30.743203	54349	55359	-	1011	287
LIHFGKIE_01562	NODE_17_length_50552_cov_41.561130	355	768	-	414	136
LIHFGKIE_01563	NODE_17_length_50552_cov_41.561130	830	2047	+	1218	390
LIHFGKIE_01564	NODE_17_length_50552_cov_41.561130	2141	3304	+	1164	347
LIHFGKIE_01565	NODE_17_length_50552_cov_41.561130	3340	6168	-	2829	1051
LIHFGKIE_01566	NODE_17_length_50552_cov_41.561130	6234	7676	-	1443	492
LIHFGKIE_01567	NODE_17_length_50552_cov_41.561130	7750	8577	-	828	285
LIHFGKIE_01568	NODE_17_length_50552_cov_41.561130	9254	9589	-	336	99
LIHFGKIE_01569	NODE_17_length_50552_cov_41.561130	9549	9800	-	252	72
LIHFGKIE_01570	NODE_17_length_50552_cov_41.561130	10158	11171	+	1014	416
LIHFGKIE_01571	NODE_17_length_50552_cov_41.561130	11311	12213	+	903	302
LIHFGKIE_01572	NODE_17_length_50552_cov_41.561130	12223	12642	+	420	130
LIHFGKIE_01573	NODE_17_length_50552_cov_41.561130	13101	13340	+	240	186
LIHFGKIE_01574	NODE_17_length_50552_cov_41.561130	14392	14586	-	195	78
LIHFGKIE_01575	NODE_17_length_50552_cov_41.561130	14640	14870	-	231	44
LIHFGKIE_01576	NODE_17_length_50552_cov_41.561130	14885	15223	-	339	110
LIHFGKIE_01577	NODE_17_length_50552_cov_41.561130	15430	16248	-	819	385
LIHFGKIE_01578	NODE_17_length_50552_cov_41.561130	16446	18371	-	1926	657
LIHFGKIE_01579	NODE_17_length_50552_cov_41.561130	18444	19301	-	858	295
LIHFGKIE_01580	NODE_17_length_50552_cov_41.561130	19417	20286	+	870	238
LIHFGKIE_01581	NODE_17_length_50552_cov_41.561130	20283	20990	-	708	229
LIHFGKIE_01582	NODE_17_length_50552_cov_41.561130	21328	22320	+	993	318
LIHFGKIE_01583	NODE_17_length_50552_cov_41.561130	22317	23213	+	897	244
LIHFGKIE_01584	NODE_17_length_50552_cov_41.561130	23210	23971	+	762	256
LIHFGKIE_01585	NODE_17_length_50552_cov_41.561130	24310	24663	+	354	169
LIHFGKIE_01586	NODE_17_length_50552_cov_41.561130	24776	25681	-	906	318
LIHFGKIE_01587	NODE_17_length_50552_cov_41.561130	25779	26720	-	942	367
LIHFGKIE_01588	NODE_17_length_50552_cov_41.561130	26751	27194	-	444	197
LIHFGKIE_01589	NODE_17_length_50552_cov_41.561130	27401	27754	+	354	134
LIHFGKIE_01590	NODE_17_length_50552_cov_41.561130	27738	28214	+	477	107
LIHFGKIE_01591	NODE_17_length_50552_cov_41.561130	28252	29586	-	1335	552
LIHFGKIE_01592	NODE_17_length_50552_cov_41.561130	29770	29952	+	183	48
LIHFGKIE_01593	NODE_17_length_50552_cov_41.561130	29986	30558	-	573	141
LIHFGKIE_01594	NODE_17_length_50552_cov_41.561130	30558	31592	-	1035	401
LIHFGKIE_01595	NODE_17_length_50552_cov_41.561130	31789	33549	+	1761	832
LIHFGKIE_01596	NODE_17_length_50552_cov_41.561130	33967	34215	+	249	91
LIHFGKIE_01597	NODE_17_length_50552_cov_41.561130	34175	34729	+	555	229
LIHFGKIE_01598	NODE_17_length_50552_cov_41.561130	34962	38840	-	3879	2126
LIHFGKIE_01599	NODE_17_length_50552_cov_41.561130	39525	39782	-	258	206
LIHFGKIE_01600	NODE_17_length_50552_cov_41.561130	39959	40732	-	774	408
LIHFGKIE_01601	NODE_17_length_50552_cov_41.561130	40831	41898	-	1068	471
LIHFGKIE_01602	NODE_17_length_50552_cov_41.561130	42044	43042	-	999	364
LIHFGKIE_01603	NODE_17_length_50552_cov_41.561130	43054	43197	-	144	15
LIHFGKIE_01604	NODE_17_length_50552_cov_41.561130	43283	43807	-	525	244
LIHFGKIE_01605	NODE_17_length_50552_cov_41.561130	43924	44085	-	162	84
LIHFGKIE_01606	NODE_17_length_50552_cov_41.561130	44211	44324	-	114	116
LIHFGKIE_01607	NODE_17_length_50552_cov_41.561130	44537	44800	-	264	220
LIHFGKIE_01608	NODE_17_length_50552_cov_41.561130	45737	46006	+	270	154
LIHFGKIE_01609	NODE_17_length_50552_cov_41.561130	46564	50469	-	3906	1609
LIHFGKIE_01610	NODE_18_length_50452_cov_13.983587	178	1107	-	930	161
LIHFGKIE_01611	NODE_18_length_50452_cov_13.983587	1304	2680	-	1377	189
LIHFGKIE_01612	NODE_18_length_50452_cov_13.983587	2693	4096	-	1404	166
LIHFGKIE_01613	NODE_18_length_50452_cov_13.983587	4227	4928	-	702	76
LIHFGKIE_01614	NODE_18_length_50452_cov_13.983587	4921	5985	-	1065	98
LIHFGKIE_01615	NODE_18_length_50452_cov_13.983587	5998	6852	-	855	96
LIHFGKIE_01616	NODE_18_length_50452_cov_13.983587	7360	8409	+	1050	140
LIHFGKIE_01617	NODE_18_length_50452_cov_13.983587	8471	9412	+	942	107
LIHFGKIE_01618	NODE_18_length_50452_cov_13.983587	9454	11856	-	2403	289
LIHFGKIE_01619	NODE_18_length_50452_cov_13.983587	11942	12451	-	510	54
LIHFGKIE_01620	NODE_18_length_50452_cov_13.983587	12461	13417	-	957	103
LIHFGKIE_01621	NODE_18_length_50452_cov_13.983587	13533	14924	-	1392	186
LIHFGKIE_01622	NODE_18_length_50452_cov_13.983587	15054	16637	-	1584	192
LIHFGKIE_01623	NODE_18_length_50452_cov_13.983587	16634	18229	-	1596	209
LIHFGKIE_01624	NODE_18_length_50452_cov_13.983587	18451	18690	-	240	61
LIHFGKIE_01625	NODE_18_length_50452_cov_13.983587	18916	19044	-	129	13
LIHFGKIE_01626	NODE_18_length_50452_cov_13.983587	19130	19786	-	657	59
LIHFGKIE_01627	NODE_18_length_50452_cov_13.983587	19788	20279	-	492	48
